ECC6 ECP Production                                                    Foreign Currency Valuation                                                    Time 08:47:35     Date  02.08.2017
Brisbane                                                                                                                                     FAGL_FC_VALUATION/JGRABKA Page           1
Key Date 31.07.17
Valuation in Company code currency (10)
Method Z001 Rio Tinto Foreign Currency Revaluation
Ledger Group 0L


		Ld	CoCd	AccTy	G/L	Account Nu	DocumentNo	Itm	    Amount in FC	Crcy	  Amount CC.Curr	CC.Curr	Exch. Rat	S	 Exch.rate	Typ	  Old Difference	  New Difference	   Amount Posted
			8800	D	100100	9258	9600000121	  1	      10,000.00	GBP	      12,810.66	EUR	  1.11804		 1.28107	ZX	           0.00	-1,630.24	-1,630.24
			8800	D	100100	9258	9600000114	  1	      20,000.00	USD	      15,438.05	EUR	  0.85100		 0.77190	ZX	           0.00	       1,581.92	       1,581.92
			8800	D	100100	9258	9600000120	  1	     139,149.46	USD	     109,594.12	EUR	  0.85100		 0.78760	ZX	           0.00	       8,821.88	       8,821.88
			8800	D	100100	9258	9600000326	  1	-18,417.00	USD	-13,392.82	EUR	  0.85100		 0.72720	ZX	           0.00	-2,280.02	-2,280.02
			8800	D	100100	9258	9600000327	  1	-19,212.34	USD	-13,971.19	EUR	  0.85100		 0.72720	ZX	           0.00	-2,378.49	-2,378.49
			8800	D	100100	9258	9600000328	  1	-18,967.62	USD	-13,821.67	EUR	  0.85100		 0.72870	ZX	           0.00	-2,319.75	-2,319.75
			8800	D	100100	9258	9600000329	  1	-199,701.96	USD	-151,593.70	EUR	  0.85100		 0.75910	ZX	           0.00	-18,352.40	-18,352.40
			8800	D	100100	A026	100008742	  1	-3,874,828.00	USD	-3,664,417.17	EUR	  0.85100		 0.94570	AB	           0.00	     366,943.78	     366,943.78
			8800	D	100100	A191	9600000180	  1	      12,958.58	USD	       9,172.92	EUR	  0.85100		 0.70786	ZX	           0.00	       1,854.81	       1,854.81
	*				100100				-14,085.00	AUD	   2,804,911.52	EUR					           0.00	      98,444.63	      98,444.63
									         498.17	CAD
									      10,000.00	GBP
									   3,409,415.67	USD
			8800	S	100115		6800006672	  1	       3,682.00	AUD	       2,502.60	EUR	  0.67968		 0.67968	YD	           0.00	           0.00	           0.00
			8800	S	100115		6800006672	  3	       8,562.00	AUD	       5,819.46	EUR	  0.67968		 0.67968	YD	           0.00	           0.00	           0.00
	*				100115				      12,244.00	AUD	       8,322.06	EUR					           0.00	           0.00	           0.00
		0L	8800	S	100610	100610			           0.00	AUD	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	100610	100610			           0.00	CAD	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	100610	100610			           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
	*				100610				           0.00	AUD	           0.00	EUR					           0.00	           0.00	           0.00
									           0.00	CAD
									           0.00	USD
		0L	8800	S	105500	105500			      65,000.00	CHF	      57,779.16	EUR	  0.87840				           0.00	-683.11	-683.11
	*				105500				      65,000.00	CHF	      57,779.16	EUR					           0.00	-683.11	-683.11
			8800	S	110000		1200014500	  1	       2,021.90	USD	       1,769.06	EUR	  0.85100		 0.87495	ZU	           0.00	-48.43	-48.43
			8800	S	110000		1200014502	  1	       4,978.20	USD	       4,355.68	EUR	  0.85100		 0.87495	ZU	           0.00	-119.24	-119.24
			8800	S	110000		1200014578	  1	      62,678.78	USD	      53,339.64	EUR	  0.85100		 0.85100	ZU	           0.00	-0.08	-0.08
			8800	S	110000		1200014579	  1	-4,978.20	USD	-4,236.45	EUR	  0.85100		 0.85100	ZU	           0.00	           0.01	           0.01
			8800	S	110000		1200014580	  1	     154,324.22	USD	     131,329.91	EUR	  0.85100		 0.85100	ZU	           0.00	-0.21	-0.21
			8800	S	110000		1200014994	  1	-2,021.90	USD	-1,720.64	EUR	  0.85100		 0.85100	ZU	           0.00	           0.01	           0.01
			8800	S	110000		1200014555	  1	       1,239.81	USD	       1,084.77	EUR	  0.85100		 0.87495	ZU	           0.00	-29.69	-29.69
			8800	S	110000		1200014968	  1	-1,239.81	USD	-1,084.77	EUR	  0.85100		 0.87495	ZU	           0.00	          29.69	          29.69
			8800	S	110000		1200014990	  1	       1,287.84	USD	       1,095.95	EUR	  0.85100		 0.85100	ZU	           0.00	           0.00	           0.00
			8800	S	110000		1200014551	  1	           0.63	USD	           0.55	EUR	  0.85100		 0.87302	ZU	           0.00	-0.01	-0.01
			8800	S	110000		1200014964	  1	-0.63	USD	-0.55	EUR	  0.85100		 0.87302	ZU	           0.00	           0.01	           0.01
			8800	S	110000		1200014986	  1	           0.65	USD	           0.55	EUR	  0.85100		 0.84615	ZU	           0.00	           0.00	           0.00
			8800	S	110000		1200014552	  1	   1,953,560.89	USD	   1,709,268.10	EUR	  0.85100		 0.87495	ZU	           0.00	-46,790.43	-46,790.43
			8800	S	110000		1200014965	  1	-1,953,560.89	USD	-1,709,268.10	EUR	  0.85100		 0.87495	ZU	           0.00	      46,790.43	      46,790.43
			8800	S	110000		1200014987	  1	   2,377,222.71	USD	   2,023,016.53	EUR	  0.85100		 0.85100	ZU	           0.00	-3.22	-3.22
			8800	S	110000		1200014547	  1	     44,475,036	JPY	     347,534.45	EUR	  0.00769		 0.00781	ZU	           0.00	-5,386.76	-5,386.76
			8800	S	110000		1200014960	  1	-44,475,036	JPY	-342,007.46	EUR	  0.00769		 0.00769	ZU	           0.00	-140.23	-140.23
			8800	S	110000		1200014982	  1	     45,492,808	JPY	     349,834.00	EUR	  0.00769		 0.00769	ZU	           0.00	         143.44	         143.44
			8800	S	110000		100012405	  1	-789.60	USD	-732.49	EUR	  0.85100		 0.92767	SH	           0.00	          60.54	          60.54
			8800	S	110000		100012405	  3	         789.60	USD	         732.49	EUR	  0.85100		 0.92767	SH	           0.00	-60.54	-60.54
	*				110000				     45,492,808	JPY	   2,564,311.22	EUR					           0.00	-5,554.71	-5,554.71
									   2,595,514.20	USD
			8800	S	160001		9500000009	  1	          21.90	AUD	          21.90	EUR	  0.67968		 1.00000	ZW	           0.00	-7.01	-7.01
			8800	S	160001		9500001171	  1	-21.90	AUD	-21.90	EUR	  0.67968		 1.00000	ZW	           0.00	           7.01	           7.01
			8800	S	160001		9500005174	  1	-21.90	AUD	-21.90	EUR	  0.67968		 1.00000	ZW	           0.00	           7.01	           7.01
			8800	S	160001		9500005221	  1	          21.90	AUD	          21.90	EUR	  0.67968		 1.00000	ZW	           0.00	-7.01	-7.01
			8800	S	160001		9500007351	  4	-21.90	AUD	-0.01	EUR	  0.67968		 0.00046	ZW	           0.00	-14.88	-14.88
			8800	S	160001		9500007351	  5	          21.90	AUD	           0.01	EUR	  0.67968		 0.00046	ZW	           0.00	          14.88	          14.88
			8800	S	160001		9500007359	  2	          21.90	AUD	           0.01	EUR	  0.67968		 0.00046	ZW	           0.00	          14.88	          14.88
			8800	S	160001		9500007359	  3	-21.90	AUD	-0.01	EUR	  0.67968		 0.00046	ZW	           0.00	-14.88	-14.88
			8800	S	160001		9500000038	  1	-44,000.00	CAD	-31,173.78	EUR	  0.68442		 0.70850	ZW	           0.00	       1,059.49	       1,059.49
			8800	S	160001		9500001221	  1	      44,000.00	CAD	      31,173.78	EUR	  0.68442		 0.70850	ZW	           0.00	-1,059.49	-1,059.49
			8800	S	160001		9500005175	  1	      44,000.00	CAD	      31,173.78	EUR	  0.68442		 0.70850	ZW	           0.00	-1,059.49	-1,059.49
			8800	S	160001		9500005222	  1	-44,000.00	CAD	-31,173.78	EUR	  0.68442		 0.70850	ZW	           0.00	       1,059.49	       1,059.49
			8800	S	160001		9500000078	  1	-25,917.00	CHF	-21,490.56	EUR	  0.87840		 0.82921	ZW	           0.00	-1,274.95	-1,274.95
			8800	S	160001		9500001269	  1	      25,917.00	CHF	      21,490.56	EUR	  0.87840		 0.82921	ZW	           0.00	       1,274.95	       1,274.95
			8800	S	160001		9500005176	  1	      25,917.00	CHF	      21,490.56	EUR	  0.87840		 0.82921	ZW	           0.00	       1,274.95	       1,274.95
			8800	S	160001		9500005223	  1	-25,917.00	CHF	-21,490.56	EUR	  0.87840		 0.82921	ZW	           0.00	-1,274.95	-1,274.95
			8800	S	160001		9500000809	  1	         982.17	GBP	       1,255.46	EUR	  1.11804		 1.27825	ZW	           0.00	-157.35	-157.35
			8800	S	160001		9500004150	  1	-982.17	GBP	-1,255.46	EUR	  1.11804		 1.27825	ZW	           0.00	         157.35	         157.35
			8800	S	160001		9500005213	  1	-982.17	GBP	-1,255.46	EUR	  1.11804		 1.27825	ZW	           0.00	         157.35	         157.35
			8800	S	160001		9500005252	  1	         982.17	GBP	       1,255.46	EUR	  1.11804		 1.27825	ZW	           0.00	-157.35	-157.35
			8800	S	160001		9500000926	  1	-29,886.00	USD	-20,274.80	EUR	  0.85100		 0.67840	ZW	           0.00	-5,158.15	-5,158.15
			8800	S	160001		9500000927	  1	-0.01	USD	-0.01	EUR	  0.85100		 1.00000	ZW	           0.00	           0.00	           0.00
			8800	S	160001		9500000928	  1	-0.04	USD	-0.04	EUR	  0.85100		 1.00000	ZW	           0.00	           0.01	           0.01
			8800	S	160001		9500004256	  1	      29,886.00	USD	      20,274.80	EUR	  0.85100		 0.67840	ZW	           0.00	       5,158.15	       5,158.15
			8800	S	160001		9500004257	  1	           0.01	USD	           0.01	EUR	  0.85100		 1.00000	ZW	           0.00	           0.00	           0.00
			8800	S	160001		9500004258	  1	           0.04	USD	           0.04	EUR	  0.85100		 1.00000	ZW	           0.00	-0.01	-0.01
			8800	S	160001		9500005215	  1	      29,886.00	USD	      20,274.80	EUR	  0.85100		 0.67840	ZW	           0.00	       5,158.15	       5,158.15
			8800	S	160001		9500005216	  1	           0.01	USD	           0.01	EUR	  0.85100		 1.00000	ZW	           0.00	           0.00	           0.00
			8800	S	160001		9500005217	  1	           0.04	USD	           0.04	EUR	  0.85100		 1.00000	ZW	           0.00	-0.01	-0.01
			8800	S	160001		9500005254	  1	-29,886.00	USD	-20,274.80	EUR	  0.85100		 0.67840	ZW	           0.00	-5,158.15	-5,158.15
			8800	S	160001		9500005255	  1	-0.01	USD	-0.01	EUR	  0.85100		 1.00000	ZW	           0.00	           0.00	           0.00
			8800	S	160001		9500005256	  1	-0.04	USD	-0.04	EUR	  0.85100		 1.00000	ZW	           0.00	           0.01	           0.01
			8800	S	160001		9500007356	 26	           0.01	USD	           0.01	EUR	  0.85100		 1.00000	ZW	           0.00	           0.00	           0.00
			8800	S	160001		9500007356	 27	-0.01	USD	-0.01	EUR	  0.85100		 1.00000	ZW	           0.00	           0.00	           0.00
			8800	S	160001		9500007356	 30	           0.04	USD	           0.01	EUR	  0.85100		 0.25000	ZW	           0.00	           0.02	           0.02
			8800	S	160001		9500007356	 31	-0.04	USD	-0.01	EUR	  0.85100		 0.25000	ZW	           0.00	-0.02	-0.02
			8800	S	160001		9500007363	 10	-0.01	USD	-0.01	EUR	  0.85100		 1.00000	ZW	           0.00	           0.00	           0.00
			8800	S	160001		9500007363	 11	           0.01	USD	           0.01	EUR	  0.85100		 1.00000	ZW	           0.00	           0.00	           0.00
			8800	S	160001		9500007363	 14	-0.04	USD	-0.01	EUR	  0.85100		 0.25000	ZW	           0.00	-0.02	-0.02
			8800	S	160001		9500007363	 15	           0.04	USD	           0.01	EUR	  0.85100		 0.25000	ZW	           0.00	           0.02	           0.02
			8800	S	160001		9500001148	  1	-64.72	ZAR	-64.72	EUR	  0.06542		 1.00000	ZW	           0.00	          60.49	          60.49
			8800	S	160001		9500004473	  1	          64.72	ZAR	          64.72	EUR	  0.06542		 1.00000	ZW	           0.00	-60.49	-60.49
			8800	S	160001		9500005220	  1	          64.72	ZAR	          64.72	EUR	  0.06542		 1.00000	ZW	           0.00	-60.49	-60.49
			8800	S	160001		9500005258	  1	-64.72	ZAR	-64.72	EUR	  0.06542		 1.00000	ZW	           0.00	          60.49	          60.49
			8800	S	160001		9500007357	  2	          64.72	ZAR	           0.01	EUR	  0.06542		 0.00015	ZW	           0.00	           4.22	           4.22
			8800	S	160001		9500007357	  3	-64.72	ZAR	-0.01	EUR	  0.06542		 0.00015	ZW	           0.00	-4.22	-4.22
			8800	S	160001		9500007364	  2	-64.72	ZAR	-0.01	EUR	  0.06542		 0.00015	ZW	           0.00	-4.22	-4.22
			8800	S	160001		9500007364	  3	          64.72	ZAR	           0.01	EUR	  0.06542		 0.00015	ZW	           0.00	           4.22	           4.22
			8800	S	160001		9500000862	  1	       2,243.35	MXN	         130.06	EUR	  0.04786		 0.05798	ZW	           0.00	-22.69	-22.69
			8800	S	160001		9500004221	  1	-2,243.35	MXN	-130.06	EUR	  0.04786		 0.05798	ZW	           0.00	          22.69	          22.69
			8800	S	160001		9500005214	  1	-2,243.35	MXN	-130.06	EUR	  0.04786		 0.05798	ZW	           0.00	          22.69	          22.69
			8800	S	160001		9500005253	  1	       2,243.35	MXN	         130.06	EUR	  0.04786		 0.05798	ZW	           0.00	-22.69	-22.69
			8800	S	160001		9500000929	  1	-4,020.78	USD	-4,020.78	EUR	  0.85100		 1.00000	ZW	           0.00	         599.10	         599.10
			8800	S	160001		9500004259	  1	       4,020.78	USD	       4,020.78	EUR	  0.85100		 1.00000	ZW	           0.00	-599.10	-599.10
			8800	S	160001		9500005218	  1	       4,020.78	USD	       4,020.78	EUR	  0.85100		 1.00000	ZW	           0.00	-599.10	-599.10
			8800	S	160001		9500005257	  1	-4,020.78	USD	-4,020.78	EUR	  0.85100		 1.00000	ZW	           0.00	         599.10	         599.10
			8800	S	160001		9500007356	 34	       4,020.78	USD	           0.01	EUR	  0.85100			ZW	           0.00	       3,421.67	       3,421.67
			8800	S	160001		9500007356	 35	-4,020.78	USD	-0.01	EUR	  0.85100			ZW	           0.00	-3,421.67	-3,421.67
			8800	S	160001		9500007363	 18	-4,020.78	USD	-0.01	EUR	  0.85100			ZW	           0.00	-3,421.67	-3,421.67
			8800	S	160001		9500007363	 19	       4,020.78	USD	           0.01	EUR	  0.85100			ZW	           0.00	       3,421.67	       3,421.67
	*				160001				           0.00	AUD	           0.00	EUR					           0.00	           0.00	           0.00
									           0.00	CAD
									           0.00	CHF
									           0.00	GBP
									           0.00	MXN
									           0.00	USD
									           0.00	ZAR
		0L	8800	S	160500	160500			           0.00	USD	-0.01	EUR					           0.00	           0.01	           0.01
	*				160500				           0.00	USD	-0.01	EUR					           0.00	           0.01	           0.01
			8800	S	160501		1200014647	  1	-2,472.35	USD	-2,177.89	EUR	  0.85100		 0.88090	ZU	           0.00	          73.92	          73.92
			8800	S	160501		1200014648	  2	       2,472.35	USD	       2,177.89	EUR	  0.85100		 0.88090	ZU	           0.00	-73.92	-73.92
			8800	S	160501		1200014664	  1	-1,734,523.87	USD	-1,529,763.33	EUR	  0.85100		 0.88195	ZU	           0.00	      53,685.86	      53,685.86
			8800	S	160501		1200014665	  2	   1,734,523.87	USD	   1,529,763.33	EUR	  0.85100		 0.88195	ZU	           0.00	-53,685.86	-53,685.86
			8800	S	160501		1200014666	  1	-6,252,267.60	USD	-5,474,798.12	EUR	  0.85100		 0.87565	ZU	           0.00	     154,126.85	     154,126.85
			8800	S	160501		1200014667	  2	   6,252,267.60	USD	   5,474,798.12	EUR	  0.85100		 0.87565	ZU	           0.00	-154,126.85	-154,126.85
			8800	S	160501		1200014742	  1	-2,717,629.01	USD	-2,379,691.84	EUR	  0.85100		 0.87565	ZU	           0.00	      66,993.23	      66,993.23
			8800	S	160501		1200014743	  1	-18,629.97	USD	-16,313.33	EUR	  0.85100		 0.87565	ZU	           0.00	         459.25	         459.25
			8800	S	160501		1200014744	  2	   2,736,258.98	USD	   2,396,005.18	EUR	  0.85100		 0.87565	ZU	           0.00	-67,452.49	-67,452.49
			8800	S	160501		1200014774	  1	-20,317.61	USD	-17,713.91	EUR	  0.85100		 0.87185	ZU	           0.00	         423.65	         423.65
			8800	S	160501		1200014775	  2	      20,317.61	USD	      17,713.91	EUR	  0.85100		 0.87185	ZU	           0.00	-423.65	-423.65
			8800	S	160501		1200014805	  1	-909,854.40	USD	-786,887.58	EUR	  0.85100		 0.86485	ZU	           0.00	      12,602.72	      12,602.72
			8800	S	160501		1200014806	  2	     743,554.40	USD	     643,063.02	EUR	  0.85100		 0.86485	ZU	           0.00	-10,299.23	-10,299.23
			8800	S	160501		1200014807	  2	     166,300.00	USD	     143,824.55	EUR	  0.85100		 0.86485	ZU	           0.00	-2,303.48	-2,303.48
			8800	S	160501		1200014853	  1	-115,523.10	USD	-99,066.83	EUR	  0.85100		 0.85755	ZU	           0.00	         756.83	         756.83
			8800	S	160501		1200014854	  2	     115,523.10	USD	      99,066.83	EUR	  0.85100		 0.85755	ZU	           0.00	-756.83	-756.83
			8800	S	160501		1200014875	  1	-17,105.09	USD	-14,697.55	EUR	  0.85100		 0.85925	ZU	           0.00	         141.14	         141.14
			8800	S	160501		1200014876	  2	      17,105.09	USD	      14,697.55	EUR	  0.85100		 0.85925	ZU	           0.00	-141.14	-141.14
			8800	S	160501		1200014896	  1	-825,602.53	USD	-708,490.81	EUR	  0.85100		 0.85815	ZU	           0.00	       5,904.17	       5,904.17
			8800	S	160501		1200014897	  1	-7,730.80	USD	-6,634.19	EUR	  0.85100		 0.85815	ZU	           0.00	          55.29	          55.29
			8800	S	160501		1200014898	  2	     833,333.33	USD	     715,125.00	EUR	  0.85100		 0.85815	ZU	           0.00	-5,959.46	-5,959.46
			8800	S	160501		1200014919	  1	-1,663,292.85	USD	-1,430,515.02	EUR	  0.85100		 0.86005	ZU	           0.00	      15,055.06	      15,055.06
			8800	S	160501		1200014920	  2	   1,663,292.85	USD	   1,430,515.02	EUR	  0.85100		 0.86005	ZU	           0.00	-15,055.06	-15,055.06
			8800	S	160501		1200014921	  1	-17,105.09	USD	-14,665.05	EUR	  0.85100		 0.85735	ZU	           0.00	         108.64	         108.64
			8800	S	160501		1200014922	  2	      17,105.09	USD	      14,665.05	EUR	  0.85100		 0.85735	ZU	           0.00	-108.64	-108.64
			8800	S	160501		1200014957	  1	-17,930.58	USD	-15,258.92	EUR	  0.85100		 0.85100	ZU	           0.00	           0.02	           0.02
			8800	S	160501		1200014958	  2	      17,930.58	USD	      15,258.92	EUR	  0.85100		 0.85100	ZU	           0.00	-0.02	-0.02
	*				160501				           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	160505	160505			           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
	*				160505				           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	164500	164500			           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
	*				164500				           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	164505	164505			           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
	*				164505				           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	164770	164770			           0.00	CHF	           0.00	EUR					           0.00	           0.00	           0.00
	*				164770				           0.00	CHF	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	164775	164775			           0.00	CHF	           0.00	EUR					           0.00	           0.00	           0.00
	*				164775				           0.00	CHF	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	167070	167070			           0.00	CAD	           0.00	EUR					           0.00	           0.00	           0.00
	*				167070				           0.00	CAD	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	174500	174500			2012,884,081.01	USD	1780,968,042.17	EUR	  0.85100				           0.00	-68,006,412.84	-68,006,412.84
	*				174500				2012,884,081.01	USD	1780,968,042.17	EUR					           0.00	-68,006,412.84	-68,006,412.84
			8800	S	195500		1200004519	  4	      24,369.64	CAD	      16,320.51	EUR	  0.68442		 0.66971	ZU	           0.00	         358.45	         358.45
			8800	S	195500		1200004610	  1	   4,713,786.50	CAD	   3,147,102.27	EUR	  0.68442		 0.66764	ZU	           0.00	      79,087.04	      79,087.04
			8800	S	195500		1200004920	  1	-1,310.99	CAD	-931.20	EUR	  0.68442		 0.71030	ZU	           0.00	          33.94	          33.94
			8800	S	195500		1200004937	  1	-720.88	CAD	-481.29	EUR	  0.68442		 0.66764	ZU	           0.00	-12.09	-12.09
			8800	S	195500		1200004989	  1	-620.25	CAD	-412.62	EUR	  0.68442		 0.66525	ZU	           0.00	-11.89	-11.89
			8800	S	195500		1200004421	  1	-100,000.00	CAD	-70,811.50	EUR	  0.68442		 0.70812	ZU	           0.00	       2,369.93	       2,369.93
			8800	S	195500		1200004424	  1	     100,000.00	CAD	      70,811.50	EUR	  0.68442		 0.70812	ZU	           0.00	-2,369.93	-2,369.93
			8800	S	195500		1200004673	  1	-40,000.00	CAD	-26,492.83	EUR	  0.68442		 0.66232	ZU	           0.00	-883.80	-883.80
			8800	S	195500		1200004674	  1	      40,000.00	CAD	      26,492.83	EUR	  0.68442		 0.66232	ZU	           0.00	         883.80	         883.80
			8800	S	195500		1200004865	  2	     200,000.00	CHF	     184,585.94	EUR	  0.87840		 0.92293	ZU	           0.00	-8,905.78	-8,905.78
			8800	S	195500		1200004886	  1	-200,000.00	CHF	-184,585.94	EUR	  0.87840		 0.92293	ZU	           0.00	       8,905.78	       8,905.78
			8800	S	195500		100000867	 21	      10,346.60	USD	       9,187.78	EUR	  0.85100		 0.88800	SA	           0.00	-382.84	-382.84
			8800	S	195500		1200003462	  3	-10,346.60	USD	-9,254.00	EUR	  0.85100		 0.89440	ZU	           0.00	         449.06	         449.06
			8800	S	195500		1200004387	  2	       8,700.00	USD	       8,192.79	EUR	  0.85100		 0.94170	ZU	           0.00	-789.10	-789.10
			8800	S	195500		1200004415	  2	      15,448.84	USD	      14,613.06	EUR	  0.85100		 0.94590	ZU	           0.00	-1,466.12	-1,466.12
			8800	S	195500		1200004443	  1	-33,807.51	USD	-31,978.52	EUR	  0.85100		 0.94590	ZU	           0.00	       3,208.37	       3,208.37
			8800	S	195500		1200004455	  1	-319,983.00	USD	-293,904.39	EUR	  0.85100		 0.91850	ZU	           0.00	      21,599.29	      21,599.29
			8800	S	195500		1200004490	  2	   1,756,462.25	USD	   1,615,242.69	EUR	  0.85100		 0.91960	ZU	           0.00	-120,495.69	-120,495.69
			8800	S	195500		1200004494	  2	       8,371.72	USD	       7,698.63	EUR	  0.85100		 0.91960	ZU	           0.00	-574.31	-574.31
			8800	S	195500		1200004512	  2	   1,655,907.86	USD	   1,507,869.70	EUR	  0.85100		 0.91060	ZU	           0.00	-98,694.35	-98,694.35
			8800	S	195500		1200004546	  1	-1,655,907.86	USD	-1,512,671.83	EUR	  0.85100		 0.91350	ZU	           0.00	     103,496.48	     103,496.48
			8800	S	195500		1200004574	  1	-3,136,800.00	USD	-2,855,742.72	EUR	  0.85100		 0.91040	ZU	           0.00	     186,330.16	     186,330.16
			8800	S	195500		1200004595	  1	-1,190,066.96	USD	-1,079,509.74	EUR	  0.85100		 0.90710	ZU	           0.00	      66,764.37	      66,764.37
			8800	S	195500		1200004601	  2	  40,000,000.00	USD	  36,284,000.00	EUR	  0.85100		 0.90710	ZU	           0.00	-2,244,054.12	-2,244,054.12
			8800	S	195500		1200004630	  1	-169,345.56	USD	-155,222.14	EUR	  0.85100		 0.91660	ZU	           0.00	      11,109.30	      11,109.30
			8800	S	195500		1200004643	  2	       7,057.60	USD	       6,469.00	EUR	  0.85100		 0.91660	ZU	           0.00	-462.99	-462.99
